[2025-03-29 15:47:48,383] INFO [uvicorn] run.py:58 - Logging configuration applied successfully!
[2025-03-29 15:47:58,240] INFO [uvicorn] run.py:58 - Logging configuration applied successfully!
[2025-03-29 15:48:10,998] INFO [uvicorn] logging_config.py:58 - Logging configuration applied successfully!
[2025-03-29 15:48:10,998] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 15:48:11,559] INFO [uvicorn] logging_config.py:58 - Logging configuration applied successfully!
[2025-03-29 15:49:53,437] INFO [uvicorn] logging_config.py:58 - Logging configuration applied successfully!
[2025-03-29 15:50:59,212] INFO [uvicorn] logging_config.py:58 - Logging configuration applied successfully!
[2025-03-29 15:50:59,212] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 15:50:59,565] INFO [uvicorn] logging_config.py:58 - Logging configuration applied successfully!
[2025-03-29 15:53:30,840] INFO [uvicorn] logging_config.py:65 - Logging configuration applied successfully!
[2025-03-29 15:53:39,470] INFO [uvicorn] logging_config.py:65 - Logging configuration applied successfully!
[2025-03-29 15:55:11,852] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 15:55:50,421] INFO [uvicorn] logging_config.py:64 - 🎨 Colorful logging is now active!
[2025-03-29 15:56:40,119] INFO [uvicorn] logging_config.py:65 - Logging configuration applied successfully!
[2025-03-29 15:57:06,022] INFO [uvicorn] logging_config.py:65 - Logging configuration applied successfully!
[2025-03-29 15:57:27,636] INFO [uvicorn] logging_config.py:66 - Logging configuration applied successfully!
[2025-03-29 15:57:32,897] INFO [uvicorn] logging_config.py:66 - Logging configuration applied successfully!
[2025-03-29 15:57:41,324] INFO [uvicorn] logging_config.py:66 - Logging configuration applied successfully!
[2025-03-29 15:59:01,129] INFO [uvicorn] logging_config.py:65 - Logging configuration applied successfully!
[2025-03-29 15:59:22,985] INFO [uvicorn] logging_config.py:82 - Logging configuration applied successfully!
[2025-03-29 15:59:25,041] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 15:59:27,553] INFO [uvicorn] logging_config.py:82 - Logging configuration applied successfully!
[2025-03-29 16:00:19,800] INFO [uvicorn] logging_config.py:83 - Futuristic logging is now active!
[2025-03-29 16:02:24,473] INFO [uvicorn] logging_config.py:84 - Futuristic logging is now active!
[2025-03-29 16:02:29,524] INFO [uvicorn] logging_config.py:84 - Futuristic logging is now active!
[2025-03-29 16:02:31,569] INFO [uvicorn] logging_config.py:100 - All print calls now go through the logger!
[2025-03-29 16:02:33,585] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 16:02:36,074] INFO [uvicorn] logging_config.py:84 - Futuristic logging is now active!
[2025-03-29 16:02:38,120] INFO [uvicorn] logging_config.py:100 - All print calls now go through the logger!
[2025-03-29 16:03:23,065] INFO [uvicorn] logging_config.py:84 - Futuristic logging is now active!
[2025-03-29 16:03:25,121] INFO [uvicorn] logging_config.py:100 - All print calls now go through the logger!
[2025-03-29 16:03:27,141] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 16:03:29,640] INFO [uvicorn] logging_config.py:84 - Futuristic logging is now active!
[2025-03-29 16:03:31,687] INFO [uvicorn] logging_config.py:100 - All print calls now go through the logger!
[2025-03-29 16:12:18,040] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:12:20,139] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
[2025-03-29 16:12:22,157] INFO [uvicorn] logging_config.py:103 - Semua print akan tampil dengan format log INFO 🚀
[2025-03-29 16:13:27,144] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:13:29,179] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
[2025-03-29 16:13:31,194] INFO [uvicorn] logging_config.py:103 - Semua print akan tampil dengan format log INFO 🚀
[2025-03-29 16:13:33,212] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 16:13:35,516] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:13:37,542] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
[2025-03-29 16:13:39,561] INFO [uvicorn] logging_config.py:103 - Semua print akan tampil dengan format log INFO 🚀
[2025-03-29 16:14:05,431] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:14:07,447] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
[2025-03-29 16:14:09,464] INFO [uvicorn] logging_config.py:103 - Semua print akan tampil dengan format log INFO 🚀
[2025-03-29 16:14:11,480] INFO [uvicorn] run.py:11 - Starting Uvicorn server...
[2025-03-29 16:14:14,505] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:14:16,547] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
[2025-03-29 16:14:18,549] INFO [uvicorn] logging_config.py:103 - Semua print akan tampil dengan format log INFO 🚀
[2025-03-29 16:15:50,371] INFO [uvicorn] logging_config.py:85 - Futuristic logging is now active!
[2025-03-29 16:15:52,434] INFO [uvicorn] logging_config.py:103 - Futuristic logging override is now complete!
